date,N,P,K,Kelembaban,Suhu,pH,class,label
2629,11,15,37,13,25.64,6.7,4,Kembang Kol
2630,11,15,37,13,25.64,4.79,4,Kembang Kol
2631,11,15,37,14,25.64,5.19,4,Kembang Kol
2632,11,15,37,13,25.64,5.18,4,Kembang Kol
2633,11,15,37,15,25.64,6.67,4,Kembang Kol
2634,11,15,37,16,25.64,4.71,4,Kembang Kol
2635,11,15,37,15,25.64,5.06,4,Kembang Kol
2636,11,15,37,13,25.64,5.27,4,Kembang Kol
2637,11,15,37,13,25.64,7.23,4,Kembang Kol
2638,11,15,37,15,25.64,6.74,4,Kembang Kol
2639,11,15,37,14,25.64,5.08,4,Kembang Kol
2640,11,15,37,13,25.64,4.99,4,Kembang Kol
2641,11,15,37,15,25.64,5.26,4,Kembang Kol
2642,11,15,37,13,25.64,6.79,4,Kembang Kol
2643,11,15,37,15,25.64,5.15,4,Kembang Kol
2644,11,15,37,13,25.64,5.35,4,Kembang Kol
2645,11,15,37,13,25.64,5.35,4,Kembang Kol
2646,11,15,37,13,25.64,6.66,4,Kembang Kol
2647,11,15,37,14,25.64,5.18,4,Kembang Kol
2648,11,15,37,13,25.64,4.65,4,Kembang Kol
2649,11,15,37,13,25.64,5.39,4,Kembang Kol
2650,11,15,37,16,25.64,7.08,4,Kembang Kol
2651,11,15,37,16,25.64,7.08,4,Kembang Kol
2652,11,15,37,14,25.64,5.43,4,Kembang Kol
2653,11,15,37,14,25.64,5.41,4,Kembang Kol
2654,11,15,37,14,25.64,6.78,4,Kembang Kol
2655,11,15,37,13,25.64,6.87,4,Kembang Kol
2656,11,15,37,16,25.64,5.18,4,Kembang Kol
2657,11,15,37,16,25.64,5.32,4,Kembang Kol
2658,11,15,37,15,25.64,5.31,4,Kembang Kol
2659,11,15,37,15,25.64,6.12,4,Kembang Kol
2660,11,15,37,14,25.64,5.09,4,Kembang Kol
2661,11,15,37,16,25.64,5.03,4,Kembang Kol
2662,11,15,37,14,25.64,5.26,4,Kembang Kol
2663,11,15,37,16,25.64,6.73,4,Kembang Kol
2664,11,15,37,14,25.64,5.08,4,Kembang Kol
2665,11,15,37,13,25.64,5.21,4,Kembang Kol
2666,11,15,37,15,25.64,5.11,4,Kembang Kol
2667,11,15,37,16,25.64,7.29,4,Kembang Kol
2668,11,15,37,13,25.64,4.66,4,Kembang Kol
2669,11,15,37,14,25.64,4.75,4,Kembang Kol
2670,11,15,37,15,25.64,5.1,4,Kembang Kol
2671,11,15,37,14,25.64,7.39,4,Kembang Kol
2672,11,15,37,13,25.64,6.57,4,Kembang Kol
2673,11,15,37,15,25.64,5.35,4,Kembang Kol
2674,11,15,37,15,25.64,5.35,4,Kembang Kol
2675,11,15,37,13,25.64,5.33,4,Kembang Kol
2676,11,15,37,13,25.64,7.19,4,Kembang Kol
2677,11,15,37,15,25.64,4.82,4,Kembang Kol
2678,11,15,37,15,25.64,4.98,4,Kembang Kol
2679,11,15,37,13,25.64,5.41,4,Kembang Kol
2680,11,15,37,13,25.64,7.58,4,Kembang Kol
2681,11,15,37,13,25.64,6.45,4,Kembang Kol
2682,11,15,37,13,25.64,4.9,4,Kembang Kol
2683,11,15,37,16,25.64,5.04,4,Kembang Kol
2684,11,15,37,14,25.64,5.56,4,Kembang Kol
2685,11,15,37,15,25.64,7.01,4,Kembang Kol
2686,11,15,37,16,25.64,5.28,4,Kembang Kol
2687,11,15,37,13,25.64,5.53,4,Kembang Kol
2688,11,15,37,16,25.64,5.45,4,Kembang Kol
2689,11,15,37,15,25.64,6.8,4,Kembang Kol
2690,11,15,37,15,25.64,6.64,4,Kembang Kol
2691,11,15,37,15,25.64,4.95,4,Kembang Kol
2692,11,15,37,14,25.64,5.03,4,Kembang Kol
2693,11,15,37,14,25.64,7.65,4,Kembang Kol
2694,11,15,37,14,25.64,6.28,4,Kembang Kol
2695,11,15,37,15,25.64,5.79,4,Kembang Kol
2696,11,15,37,15,25.64,4.98,4,Kembang Kol
2697,11,15,37,16,25.64,5.55,4,Kembang Kol
2698,11,15,37,13,25.64,7.21,4,Kembang Kol
2699,11,15,37,16,25.64,6.43,4,Kembang Kol
2700,11,15,37,14,25.64,5.25,4,Kembang Kol
2701,11,15,37,13,25.64,5.4,4,Kembang Kol
2702,11,15,37,15,25.64,5.53,4,Kembang Kol
2703,11,15,37,15,25.64,6.59,4,Kembang Kol
2704,11,15,37,13,25.64,4.58,4,Kembang Kol
2705,11,15,37,13,25.64,5.59,4,Kembang Kol
2706,11,15,37,16,25.64,5.51,4,Kembang Kol
2707,11,15,37,16,25.64,6.4,4,Kembang Kol
2708,11,15,37,13,25.64,6.86,4,Kembang Kol
2709,11,15,37,15,25.64,5.63,4,Kembang Kol
2710,11,15,37,14,25.64,4.69,4,Kembang Kol
2711,11,15,37,14,25.64,5.56,4,Kembang Kol
2712,11,15,37,14,25.64,6.63,4,Kembang Kol
2713,11,15,37,13,25.64,5.11,4,Kembang Kol
2714,11,15,37,16,25.64,5.79,4,Kembang Kol
2715,11,15,37,13,25.64,5.56,4,Kembang Kol
2716,11,15,37,14,25.64,7.32,4,Kembang Kol
2717,11,15,37,14,25.64,6.72,4,Kembang Kol
2718,11,15,37,15,25.64,5.29,4,Kembang Kol
2719,11,15,37,14,25.64,5.43,4,Kembang Kol
2720,11,15,37,15,25.64,5.23,4,Kembang Kol
2721,11,15,37,15,25.64,6.66,4,Kembang Kol
2722,11,15,37,13,25.64,5.32,4,Kembang Kol
2723,11,15,37,16,25.64,5.42,4,Kembang Kol
2724,11,15,37,14,25.64,5.29,4,Kembang Kol
2725,11,15,37,16,25.64,7.54,4,Kembang Kol
2726,11,15,37,13,25.64,7.17,4,Kembang Kol
2727,11,15,37,13,25.64,5.4,4,Kembang Kol
2728,11,15,37,13,25.64,5.41,4,Kembang Kol
2729,11,15,37,16,25.64,6.92,4,Kembang Kol
2730,11,15,37,14,25.64,6.74,4,Kembang Kol
2731,11,15,37,13,25.64,4.68,4,Kembang Kol
2732,11,15,37,13,25.64,4.99,4,Kembang Kol
2733,11,15,37,15,25.64,5.6,4,Kembang Kol
2734,11,15,37,13,25.64,6.71,4,Kembang Kol
2735,11,15,37,14,25.64,4.57,4,Kembang Kol
2736,11,15,37,13,25.64,5.28,4,Kembang Kol
2737,11,15,37,14,25.64,5.19,4,Kembang Kol
2738,11,15,37,16,25.64,6.87,4,Kembang Kol
2739,11,15,37,13,25.64,6.52,4,Kembang Kol
2740,11,15,37,14,25.64,5.59,4,Kembang Kol
2741,11,15,37,15,25.64,5.07,4,Kembang Kol
2742,11,15,37,13,25.64,5.19,4,Kembang Kol
2743,11,15,37,15,25.64,6.67,4,Kembang Kol
2744,11,15,37,13,25.64,4.92,4,Kembang Kol
2745,11,15,37,15,25.64,5.41,4,Kembang Kol
2746,11,15,37,14,25.64,5.09,4,Kembang Kol
2747,11,15,37,15,25.64,6.8,4,Kembang Kol
2748,11,15,37,16,25.64,6.9,4,Kembang Kol
2749,11,15,37,15,25.64,5.93,4,Kembang Kol
2750,11,15,37,16,25.64,5.29,4,Kembang Kol
2751,11,15,37,14,25.64,5.36,4,Kembang Kol
2752,11,15,37,16,25.64,6.77,4,Kembang Kol
2753,11,15,37,13,25.64,4.9,4,Kembang Kol
2754,11,15,37,13,25.64,5.51,4,Kembang Kol
2755,11,15,37,13,25.64,5.27,4,Kembang Kol
2756,11,15,37,14,25.64,6.91,4,Kembang Kol
2757,11,15,37,13,25.64,6.86,4,Kembang Kol
2758,11,15,37,14,25.64,5.03,4,Kembang Kol
2759,11,15,37,16,25.64,5.3,4,Kembang Kol
2760,11,15,37,14,25.64,7.76,4,Kembang Kol
2761,11,15,37,13,25.64,7.3,4,Kembang Kol
2762,11,15,37,15,25.64,6.88,4,Kembang Kol
2763,11,15,37,13,25.64,5.31,4,Kembang Kol
2764,11,15,37,15,25.64,5.27,4,Kembang Kol
2765,11,15,37,13,25.64,7.16,4,Kembang Kol
2766,11,15,37,13,25.64,7.03,4,Kembang Kol
2767,11,15,37,13,25.64,5.14,4,Kembang Kol
2768,11,15,37,14,25.64,5.25,4,Kembang Kol
2769,11,15,37,14,25.64,5.54,4,Kembang Kol
2770,11,15,37,14,25.64,7.05,4,Kembang Kol
2771,11,15,37,13,25.64,5.26,4,Kembang Kol
2772,11,15,37,15,25.64,5.46,4,Kembang Kol
2773,11,15,37,14,25.64,4.88,4,Kembang Kol
2774,11,15,37,14,25.64,7.7,4,Kembang Kol
2775,11,15,37,15,25.64,6.06,4,Kembang Kol
2776,11,15,37,14,25.64,5.09,4,Kembang Kol
2777,11,15,37,14,25.64,5.62,4,Kembang Kol
2778,11,15,37,13,25.64,4.76,4,Kembang Kol
2779,11,15,37,14,25.64,6.86,4,Kembang Kol
2780,11,15,37,13,25.64,4.53,4,Kembang Kol
2781,11,15,37,13,25.64,5.16,4,Kembang Kol
2782,11,15,37,15,25.64,5.34,4,Kembang Kol
2783,11,15,37,13,25.64,7.25,4,Kembang Kol
2784,11,15,37,14,25.64,6.64,4,Kembang Kol
2785,11,15,37,15,25.64,4.97,4,Kembang Kol
2786,11,15,37,13,25.64,4.73,4,Kembang Kol
2787,11,15,37,13,25.64,4.98,4,Kembang Kol
2788,11,15,37,15,25.64,6.93,4,Kembang Kol
2789,11,15,37,16,25.64,4.33,4,Kembang Kol
2790,11,15,37,14,25.64,5.11,4,Kembang Kol
2791,11,15,37,14,25.64,5.95,4,Kembang Kol
2792,11,15,37,16,25.64,5.5,4,Kembang Kol
2793,11,15,37,14,25.64,6.76,4,Kembang Kol
2794,11,15,37,14,25.64,5.08,4,Kembang Kol
2795,11,15,37,16,25.64,5.35,4,Kembang Kol
2796,11,15,37,13,25.64,5.35,4,Kembang Kol
2797,11,15,37,15,25.64,6.85,4,Kembang Kol
2798,11,15,37,15,25.64,6.71,4,Kembang Kol
2799,11,15,37,15,25.64,5.24,4,Kembang Kol
2800,11,15,37,16,25.64,5.16,4,Kembang Kol
2801,11,15,37,13,25.64,5.21,4,Kembang Kol
2802,11,15,37,13,25.64,6.98,4,Kembang Kol
2803,11,15,37,13,25.64,5.01,4,Kembang Kol
2804,11,15,37,14,25.64,5.26,4,Kembang Kol
2805,11,15,37,16,25.64,5.69,4,Kembang Kol
2806,11,15,37,14,25.64,7.04,4,Kembang Kol
2807,11,15,37,15,25.64,7.05,4,Kembang Kol
2808,11,15,37,13,25.64,4.55,4,Kembang Kol
2809,11,15,37,16,25.64,5.12,4,Kembang Kol
2810,11,15,37,15,25.64,7,4,Kembang Kol
2811,11,15,37,14,25.64,6.77,4,Kembang Kol
2812,11,15,37,14,25.64,4.76,4,Kembang Kol
2813,11,15,37,13,25.64,5.82,4,Kembang Kol
2814,11,15,37,14,25.64,5.63,4,Kembang Kol
2815,11,15,37,14,25.64,6.87,4,Kembang Kol
2816,11,15,37,14,25.64,4.65,4,Kembang Kol
2817,11,15,37,13,25.64,5.45,4,Kembang Kol
2818,11,15,37,14,25.64,5.66,4,Kembang Kol
2819,11,15,37,13,25.64,7.62,4,Kembang Kol
2820,11,15,37,13,25.64,6.56,4,Kembang Kol
2821,11,15,37,13,25.64,5.21,4,Kembang Kol
2822,11,15,37,16,25.64,5.13,4,Kembang Kol
2823,11,15,37,16,25.64,5.57,4,Kembang Kol
2824,11,15,37,14,25.64,6.95,4,Kembang Kol
2825,11,15,37,13,25.64,6.9,4,Kembang Kol
2826,11,15,37,13,25.64,5.5,4,Kembang Kol
2827,11,15,37,13,25.64,5.5,4,Kembang Kol
2828,11,15,37,13,25.64,6.77,4,Kembang Kol
2829,11,15,37,13,25.64,6.69,4,Kembang Kol
2830,11,15,37,14,25.64,5.69,4,Kembang Kol
2831,11,15,37,16,25.64,5.24,4,Kembang Kol
2832,11,15,37,13,25.64,5.29,4,Kembang Kol
2833,11,15,37,14,25.64,6.74,4,Kembang Kol
2834,11,15,37,13,25.64,5.32,4,Kembang Kol
2835,11,15,37,14,25.64,5.59,4,Kembang Kol
2836,11,15,37,13,25.64,5.14,4,Kembang Kol
2837,11,15,37,16,25.64,6.58,4,Kembang Kol
2838,11,15,37,15,25.64,6.41,4,Kembang Kol
2839,11,15,37,14,25.64,5.62,4,Kembang Kol
2840,11,15,37,14,25.64,5.31,4,Kembang Kol
2841,11,15,37,14,25.64,5.22,4,Kembang Kol
2842,11,15,37,14,25.64,6.46,4,Kembang Kol
2843,11,15,37,15,25.64,5.1,4,Kembang Kol
2844,11,15,37,15,25.64,5.41,4,Kembang Kol
2845,11,15,37,16,25.64,5.93,4,Kembang Kol
2846,11,15,37,14,25.64,6.64,4,Kembang Kol
2847,11,15,37,13,25.64,6.66,4,Kembang Kol
2848,11,15,37,16,25.64,5.31,4,Kembang Kol
2849,11,15,37,15,25.64,5.03,4,Kembang Kol
2850,11,15,37,14,25.64,7.35,4,Kembang Kol
2851,11,15,37,15,25.64,6.64,4,Kembang Kol
2852,11,15,37,16,25.64,5.17,4,Kembang Kol
2853,11,15,37,14,25.64,5.05,4,Kembang Kol
2854,11,15,37,14,25.64,5.56,4,Kembang Kol
2855,11,15,37,16,25.64,7.36,4,Kembang Kol
2856,11,15,37,13,25.64,6.74,4,Kembang Kol
2857,11,15,37,15,25.64,5.22,4,Kembang Kol
2858,11,15,37,16,25.64,5.33,4,Kembang Kol
2859,11,15,37,15,25.64,5.47,4,Kembang Kol
2860,11,15,37,13,25.64,6.33,4,Kembang Kol
2861,11,15,37,14,25.64,4.63,4,Kembang Kol
2862,11,15,37,13,25.64,5.59,4,Kembang Kol
2863,11,15,37,14,25.64,5.28,4,Kembang Kol
2864,11,15,37,16,25.64,6.86,4,Kembang Kol
2865,11,15,37,15,25.64,6.97,4,Kembang Kol
2866,11,15,37,15,25.64,5.27,4,Kembang Kol
2867,11,15,37,13,25.64,5.63,4,Kembang Kol
2868,11,15,37,13,25.64,5.72,4,Kembang Kol
2869,11,15,37,13,25.64,6.5,4,Kembang Kol
2870,11,15,37,13,25.64,4.9,4,Kembang Kol
2871,11,15,37,13,25.64,5.09,4,Kembang Kol
2872,11,15,37,14,25.64,5.78,4,Kembang Kol
2873,11,15,37,13,25.64,7.02,4,Kembang Kol
2874,11,15,37,16,25.64,7.04,4,Kembang Kol
2875,11,15,37,15,25.64,5.17,4,Kembang Kol
2876,11,15,37,16,25.64,5.45,4,Kembang Kol
2877,11,15,37,13,25.64,7.76,4,Kembang Kol
2878,11,15,37,14,25.64,6.73,4,Kembang Kol
2879,11,15,37,13,25.64,4.65,4,Kembang Kol
2880,11,15,37,16,25.64,5.12,4,Kembang Kol
2881,11,15,37,14,25.64,5.38,4,Kembang Kol
2882,11,15,37,13,25.64,6.41,4,Kembang Kol
2883,11,15,37,14,25.64,6.66,4,Kembang Kol
2884,11,15,37,13,25.64,5.25,4,Kembang Kol
2885,11,15,37,16,25.64,5.25,4,Kembang Kol
2886,11,15,37,13,25.64,5.69,4,Kembang Kol
2887,11,15,37,15,25.64,7.06,4,Kembang Kol
2888,11,15,37,14,25.64,5.11,4,Kembang Kol
2889,11,15,37,14,25.64,5.12,4,Kembang Kol
2890,11,15,37,14,25.64,5.29,4,Kembang Kol
2891,11,15,37,16,25.64,6.14,4,Kembang Kol
2892,11,15,37,13,25.64,4.91,4,Kembang Kol
2893,11,15,37,13,25.64,5.75,4,Kembang Kol
2894,11,15,37,16,25.64,5.66,4,Kembang Kol
2895,11,15,37,14,25.64,6.74,4,Kembang Kol
2896,11,15,37,13,25.64,6.87,4,Kembang Kol
2897,11,15,37,13,25.64,5.55,4,Kembang Kol
2898,11,15,37,14,25.64,5.68,4,Kembang Kol
2899,11,15,37,13,25.64,5.23,4,Kembang Kol
2900,11,15,37,15,25.64,7.18,4,Kembang Kol
2901,11,15,37,14,25.64,5.1,4,Kembang Kol
2902,11,15,37,14,25.64,5.27,4,Kembang Kol
2903,11,15,37,15,25.64,5.42,4,Kembang Kol
2904,11,15,37,13,25.64,7.04,4,Kembang Kol
2905,11,15,37,14,25.64,6.93,4,Kembang Kol
2906,11,15,37,14,25.64,5.38,4,Kembang Kol
2907,11,15,37,14,25.64,4.95,4,Kembang Kol
2908,11,15,37,14,25.64,5.43,4,Kembang Kol
2909,11,15,37,14,25.64,6.6,4,Kembang Kol
2910,11,15,37,13,25.64,5.13,4,Kembang Kol
2911,11,15,37,14,25.64,5.24,4,Kembang Kol
2912,11,15,37,14,25.64,5.68,4,Kembang Kol
2913,11,15,37,14,25.64,6.81,4,Kembang Kol
2914,11,15,37,13,25.64,6.19,4,Kembang Kol
2915,11,15,37,15,25.64,5.62,4,Kembang Kol
2916,11,15,37,15,25.64,5.47,4,Kembang Kol
2917,11,15,37,13,25.64,5.39,4,Kembang Kol
2918,11,15,37,16,25.64,6.81,4,Kembang Kol
2919,11,15,37,15,25.64,5.14,4,Kembang Kol
2920,11,15,37,14,25.64,4.99,4,Kembang Kol
2921,11,15,37,14,25.64,5.69,4,Kembang Kol
2922,11,15,37,13,25.64,6.98,4,Kembang Kol
2923,11,15,37,16,25.64,6.63,4,Kembang Kol
2924,11,15,37,16,25.64,5.69,4,Kembang Kol
2925,11,15,37,13,25.64,5.43,4,Kembang Kol
2926,11,15,37,16,25.64,5.2,4,Kembang Kol
2927,11,15,37,16,25.64,6.87,4,Kembang Kol
2928,11,15,37,14,25.64,5.13,4,Kembang Kol
2929,11,15,37,13,25.64,5.69,4,Kembang Kol
2930,11,15,37,13,25.64,5.04,4,Kembang Kol
2931,11,15,37,15,25.64,7.12,4,Kembang Kol
2932,11,15,37,16,25.64,7.09,4,Kembang Kol
2933,11,15,37,13,25.64,5.11,4,Kembang Kol
2934,11,15,37,13,25.64,5.25,4,Kembang Kol
2935,11,15,37,13,25.64,7.22,4,Kembang Kol
2936,11,15,37,13,25.64,6.98,4,Kembang Kol
2937,11,15,37,14,25.64,4.72,4,Kembang Kol
2938,11,15,37,14,25.64,5.44,4,Kembang Kol
2939,11,15,37,14,25.64,5.88,4,Kembang Kol
2940,11,15,37,13,25.64,6.92,4,Kembang Kol
2941,11,15,37,16,25.64,5.35,4,Kembang Kol
2942,11,15,37,16,25.64,5.28,4,Kembang Kol
2943,11,15,37,13,25.64,5.42,4,Kembang Kol
2944,11,15,37,15,25.64,7.33,4,Kembang Kol
2945,11,15,37,14,25.64,7.08,4,Kembang Kol
2946,11,15,37,14,25.64,5.11,4,Kembang Kol
2947,11,15,37,14,25.64,5.52,4,Kembang Kol
2948,11,15,37,13,25.64,4.92,4,Kembang Kol
2949,11,15,37,16,25.64,6.8,4,Kembang Kol
2950,11,15,37,15,25.64,5.11,4,Kembang Kol
2951,11,15,37,16,25.64,5.19,4,Kembang Kol
2952,11,15,37,15,25.64,5.63,4,Kembang Kol
2953,11,15,37,14,25.64,7.01,4,Kembang Kol
2954,11,15,37,15,25.64,6.7,4,Kembang Kol
2955,11,15,37,16,25.64,4.87,4,Kembang Kol
2956,11,15,37,15,25.64,4.84,4,Kembang Kol
2957,11,15,37,13,25.64,7.14,4,Kembang Kol
2958,11,15,37,14,25.64,6.96,4,Kembang Kol
2959,11,15,37,15,25.64,5.42,4,Kembang Kol
2960,11,15,37,13,25.64,5.33,4,Kembang Kol
2961,11,15,37,15,25.64,5.45,4,Kembang Kol
2962,11,15,37,13,25.64,7.12,4,Kembang Kol
2963,11,15,37,14,25.64,4.65,4,Kembang Kol
2964,11,15,37,14,25.64,5.23,4,Kembang Kol
2965,11,15,37,13,25.64,5.36,4,Kembang Kol
2966,11,15,37,14,25.64,7.44,4,Kembang Kol
2967,11,15,37,14,25.64,6.2,4,Kembang Kol
2968,11,15,37,13,25.64,5.67,4,Kembang Kol
2969,11,15,37,13,25.64,5.6,4,Kembang Kol
2970,11,15,37,13,25.64,5.38,4,Kembang Kol
2971,11,15,37,13,25.64,7.18,4,Kembang Kol
2972,11,15,37,13,25.64,4.97,4,Kembang Kol
2973,11,15,37,14,25.64,5.38,4,Kembang Kol
2974,11,15,37,15,25.64,5.54,4,Kembang Kol
2975,11,15,37,13,25.64,6.69,4,Kembang Kol
2976,11,15,37,14,25.64,6.45,4,Kembang Kol
2977,11,15,37,16,25.64,5.37,4,Kembang Kol
2978,11,15,37,13,25.64,5.37,4,Kembang Kol
2979,11,15,37,13,25.64,5.25,4,Kembang Kol
2980,11,15,37,16,25.64,6.74,4,Kembang Kol
2981,11,15,37,14,25.64,4.64,4,Kembang Kol
2982,11,15,37,16,25.64,5.67,4,Kembang Kol
2983,11,15,37,15,25.64,5.6,4,Kembang Kol
2984,11,15,37,15,25.64,7.17,4,Kembang Kol
2985,11,15,37,13,25.64,4.29,4,Kembang Kol
2986,11,15,37,15,25.64,5.35,4,Kembang Kol
2987,11,15,37,14,25.64,5,4,Kembang Kol
2988,11,15,37,15,25.64,7.35,4,Kembang Kol
2989,11,15,37,16,25.64,6.94,4,Kembang Kol
2990,11,15,37,13,25.64,4.96,4,Kembang Kol
2991,11,15,37,14,25.64,5.55,4,Kembang Kol
2992,11,15,37,13,25.64,5.51,4,Kembang Kol
2993,11,15,37,16,25.64,6.71,4,Kembang Kol
2994,11,15,37,13,25.64,4.72,4,Kembang Kol
2995,11,15,37,15,25.64,5.29,4,Kembang Kol
2996,11,15,37,14,25.64,5.38,4,Kembang Kol
2997,11,15,37,16,25.64,7.21,4,Kembang Kol
2998,11,15,37,13,25.64,6.84,4,Kembang Kol
2999,11,15,37,16,25.64,5.1,4,Kembang Kol
3000,11,15,37,16,25.64,5.12,4,Kembang Kol
