date,N,P,K,Kelembaban,Suhu,pH,class,label
1,11,15,38,28,25.1,6.62,0,Kentang
2,11,15,38,28,25.1,6.79,0,Kentang
3,11,15,38,29,25.1,4.15,0,Kentang
4,11,15,38,31,25.1,4.43,0,Kentang
5,11,15,38,28,25.1,5.1,0,Kentang
6,11,15,38,30,25.1,6.91,0,Kentang
7,11,15,38,29,25.1,4.69,0,Kentang
8,11,15,38,28,25.1,4.76,0,Kentang
9,11,15,38,28,25.1,4.78,0,Kentang
10,11,15,38,28,25.1,6.82,0,Kentang
11,11,15,38,30,25.1,4.53,0,Kentang
12,11,15,38,30,25.1,4.75,0,Kentang
13,11,15,38,28,25.1,5.23,0,Kentang
14,11,15,38,28,25.1,7.21,0,Kentang
15,11,15,38,28,25.1,6.87,0,Kentang
16,11,15,38,28,25.1,4.36,0,Kentang
17,11,15,38,30,25.1,4.52,0,Kentang
18,11,15,38,28,25.1,4.84,0,Kentang
19,11,15,38,28,25.1,7.12,0,Kentang
20,11,15,38,28,25.1,4.61,0,Kentang
21,11,15,38,28,25.1,4.26,0,Kentang
22,11,15,38,28,25.1,5.11,0,Kentang
23,11,15,38,29,25.1,6.87,0,Kentang
24,11,15,38,29,25.1,6.42,0,Kentang
25,11,15,38,29,25.1,4.15,0,Kentang
26,11,15,38,30,25.1,5.2,0,Kentang
27,11,15,38,28,25.1,5.07,0,Kentang
28,11,15,38,28,25.1,6.69,0,Kentang
29,11,15,38,31,25.1,5.1,0,Kentang
30,11,15,38,28,25.1,4.89,0,Kentang
31,11,15,38,28,25.1,5.5,0,Kentang
32,11,15,38,28,25.1,7.08,0,Kentang
33,11,15,38,28,25.1,6.74,0,Kentang
34,11,15,38,28,25.1,4.41,0,Kentang
35,11,15,38,29,25.1,4.42,0,Kentang
36,11,15,38,28,25.1,7,0,Kentang
37,11,15,38,29,25.1,6.76,0,Kentang
38,11,15,38,29,25.1,4.75,0,Kentang
39,11,15,38,28,25.1,4.49,0,Kentang
40,11,15,38,30,25.1,5.18,0,Kentang
41,11,15,38,28,25.1,6.77,0,Kentang
42,11,15,38,28,25.1,4.25,0,Kentang
43,11,15,38,28,25.1,4.62,0,Kentang
44,11,15,38,29,25.1,5.04,0,Kentang
45,11,15,38,30,25.1,7.29,0,Kentang
46,11,15,38,28,25.1,6.41,0,Kentang
47,11,15,38,31,25.1,4.23,0,Kentang
48,11,15,38,28,25.1,4.83,0,Kentang
49,11,15,38,28,25.1,5.17,0,Kentang
50,11,15,38,29,25.1,6.86,0,Kentang
51,11,15,38,31,25.1,4.8,0,Kentang
52,11,15,38,30,25.1,4.75,0,Kentang
53,11,15,38,29,25.1,4.73,0,Kentang
54,11,15,38,28,25.1,6.66,0,Kentang
55,11,15,38,29,25.1,4.41,0,Kentang
56,11,15,38,28,25.1,4.68,0,Kentang
57,11,15,38,28,25.1,5.47,0,Kentang
58,11,15,38,29,25.1,7.12,0,Kentang
59,11,15,38,31,25.1,6.92,0,Kentang
60,11,15,38,28,25.1,4.55,0,Kentang
61,11,15,38,28,25.1,4.66,0,Kentang
62,11,15,38,28,25.1,5.27,0,Kentang
63,11,15,38,28,25.1,7.04,0,Kentang
64,11,15,38,28,25.1,4.37,0,Kentang
65,11,15,38,29,25.1,4.6,0,Kentang
66,11,15,38,29,25.1,4.85,0,Kentang
67,11,15,38,28,25.1,6.93,0,Kentang
68,11,15,38,28,25.1,6.42,0,Kentang
69,11,15,38,28,25.1,4.16,0,Kentang
70,11,15,38,28,25.1,5.1,0,Kentang
71,11,15,38,30,25.1,5.26,0,Kentang
72,11,15,38,28,25.1,6.74,0,Kentang
73,11,15,38,28,25.1,4.12,0,Kentang
74,11,15,38,28,25.1,4.55,0,Kentang
75,11,15,38,31,25.1,5.04,0,Kentang
76,11,15,38,28,25.1,7.05,0,Kentang
77,11,15,38,29,25.1,6.81,0,Kentang
78,11,15,38,31,25.1,4.43,0,Kentang
79,11,15,38,29,25.1,4.54,0,Kentang
80,11,15,38,28,25.1,7.68,0,Kentang
81,11,15,38,30,25.1,6.63,0,Kentang
82,11,15,38,30,25.1,4.81,0,Kentang
83,11,15,38,31,25.1,4.38,0,Kentang
84,11,15,38,28,25.1,4.9,0,Kentang
85,11,15,38,31,25.1,7.32,0,Kentang
86,11,15,38,28,25.1,6.96,0,Kentang
87,11,15,38,29,25.1,4.61,0,Kentang
88,11,15,38,28,25.1,4.99,0,Kentang
89,11,15,38,28,25.1,4.77,0,Kentang
90,11,15,38,31,25.1,6.94,0,Kentang
91,11,15,38,28,25.1,4.62,0,Kentang
92,11,15,38,28,25.1,4.59,0,Kentang
93,11,15,38,28,25.1,4.87,0,Kentang
94,11,15,38,28,25.1,7.04,0,Kentang
95,11,15,38,31,25.1,4.52,0,Kentang
96,11,15,38,30,25.1,4.57,0,Kentang
97,11,15,38,29,25.1,5.27,0,Kentang
98,11,15,38,29,25.1,7.3,0,Kentang
99,11,15,38,30,25.1,6.84,0,Kentang
100,11,15,38,31,25.1,4.85,0,Kentang
101,11,15,38,31,25.1,4.76,0,Kentang
102,11,15,38,30,25.1,4.72,0,Kentang
103,11,15,38,28,25.1,6.87,0,Kentang
104,11,15,38,28,25.1,4.37,0,Kentang
105,11,15,38,28,25.1,4.48,0,Kentang
106,11,15,38,31,25.1,5.19,0,Kentang
107,11,15,38,28,25.1,7.05,0,Kentang
108,11,15,38,28,25.1,4.23,0,Kentang
109,11,15,38,28,25.1,4.48,0,Kentang
110,11,15,38,28,25.1,4.57,0,Kentang
111,11,15,38,28,25.1,7,0,Kentang
112,11,15,38,28,25.1,6.71,0,Kentang
113,11,15,38,28,25.1,5.11,0,Kentang
114,11,15,38,31,25.1,5.16,0,Kentang
115,11,15,38,28,25.1,7.46,0,Kentang
116,11,15,38,28,25.1,6.88,0,Kentang
117,11,15,38,28,25.1,4.53,0,Kentang
118,11,15,38,28,25.1,5.02,0,Kentang
119,11,15,38,29,25.1,5.02,0,Kentang
120,11,15,38,28,25.1,6.42,0,Kentang
121,11,15,38,28,25.1,4.29,0,Kentang
122,11,15,38,29,25.1,5.08,0,Kentang
123,11,15,38,28,25.1,4.93,0,Kentang
124,11,15,38,28,25.1,6.98,0,Kentang
125,11,15,38,28,25.1,6.66,0,Kentang
126,11,15,38,28,25.1,4.82,0,Kentang
127,11,15,38,28,25.1,4.68,0,Kentang
128,11,15,38,30,25.1,7.29,0,Kentang
129,11,15,38,31,25.1,6.89,0,Kentang
130,11,15,38,28,25.1,4.79,0,Kentang
131,11,15,38,31,25.1,5.16,0,Kentang
132,11,15,38,28,25.1,5.11,0,Kentang
133,11,15,38,28,25.1,7.08,0,Kentang
134,11,15,38,30,25.1,4.71,0,Kentang
135,11,15,38,28,25.1,5.22,0,Kentang
136,11,15,38,28,25.1,4.81,0,Kentang
137,11,15,38,28,25.1,7.26,0,Kentang
138,11,15,38,29,25.1,7.09,0,Kentang
139,11,15,38,28,25.1,4.66,0,Kentang
140,11,15,38,29,25.1,4.89,0,Kentang
141,11,15,38,29,25.1,5.05,0,Kentang
142,11,15,38,29,25.1,6.91,0,Kentang
143,11,15,38,30,25.1,4.44,0,Kentang
144,11,15,38,28,25.1,4.39,0,Kentang
145,11,15,38,28,25.1,4.47,0,Kentang
146,11,15,38,30,25.1,7.29,0,Kentang
147,11,15,38,27,25.1,4.48,0,Kentang
148,11,15,38,28,25.1,4.53,0,Kentang
149,11,15,38,28,25.1,4.74,0,Kentang
150,11,15,38,31,25.1,7.07,0,Kentang
151,11,15,38,28,25.1,6.7,0,Kentang
152,11,15,38,28,25.1,4.87,0,Kentang
153,11,15,38,30,25.1,4.85,0,Kentang
154,11,15,38,29,25.1,7.1,0,Kentang
155,11,15,38,29,25.1,6.93,0,Kentang
156,11,15,38,30,25.1,4.55,0,Kentang
157,11,15,38,29,25.1,5.01,0,Kentang
158,11,15,38,29,25.1,5.02,0,Kentang
159,11,15,38,31,25.1,6.8,0,Kentang
160,11,15,38,28,25.1,4.41,0,Kentang
161,11,15,38,29,25.1,5.25,0,Kentang
162,11,15,38,30,25.1,5.26,0,Kentang
163,11,15,38,28,25.1,6.56,0,Kentang
164,11,15,38,28,25.1,4.78,0,Kentang
165,11,15,38,28,25.1,5.03,0,Kentang
166,11,15,38,28,25.1,5.16,0,Kentang
167,11,15,38,30,25.1,6.95,0,Kentang
168,11,15,38,28,25.1,1.16,0,Kentang
169,11,15,38,28,25.1,4.9,0,Kentang
170,11,15,38,28,25.1,4.88,0,Kentang
171,11,15,38,28,25.1,7.19,0,Kentang
172,11,15,38,28,25.1,6.74,0,Kentang
173,11,15,38,28,25.1,4.36,0,Kentang
174,11,15,38,31,25.1,4.64,0,Kentang
175,11,15,38,28,25.1,7.54,0,Kentang
176,11,15,38,28,25.1,7.23,0,Kentang
177,11,15,38,28,25.1,4.25,0,Kentang
178,11,15,38,29,25.1,4.79,0,Kentang
179,11,15,38,30,25.1,5.12,0,Kentang
180,11,15,38,28,25.1,7.23,0,Kentang
181,11,15,38,28,25.1,4.23,0,Kentang
182,11,15,38,28,25.1,4.91,0,Kentang
183,11,15,38,31,25.1,4.48,0,Kentang
184,11,15,38,28,25.1,7.54,0,Kentang
185,11,15,38,31,25.1,7.13,0,Kentang
186,11,15,38,28,25.1,4.61,0,Kentang
187,11,15,38,27,25.1,4.6,0,Kentang
188,11,15,38,29,25.1,4.88,0,Kentang
189,11,15,38,28,25.1,6.94,0,Kentang
190,11,15,38,28,25.1,4.87,0,Kentang
191,11,15,38,31,25.1,5.43,0,Kentang
192,11,15,38,28,25.1,4.66,0,Kentang
193,11,15,38,30,25.1,7.31,0,Kentang
194,11,15,38,30,25.1,4.37,0,Kentang
195,11,15,38,30,25.1,5,0,Kentang
196,11,15,38,28,25.1,4.78,0,Kentang
197,11,15,38,28,25.1,7.6,0,Kentang
198,11,15,38,29,25.1,6.86,0,Kentang
199,11,15,38,28,25.1,4.48,0,Kentang
200,11,15,38,30,25.1,5.14,0,Kentang
201,11,15,38,28,25.1,4.78,0,Kentang
202,11,15,38,30,25.1,7.04,0,Kentang
203,11,15,38,28,25.1,6.89,0,Kentang
204,11,15,38,31,25.1,4.83,0,Kentang
205,11,15,38,28,25.1,4.81,0,Kentang
206,11,15,38,28,25.1,6.9,0,Kentang
207,11,15,38,28,25.1,6.75,0,Kentang
208,11,15,38,28,25.1,4.79,0,Kentang
209,11,15,38,30,25.1,4.53,0,Kentang
210,11,15,38,28,25.1,5.02,0,Kentang
211,11,15,38,28,25.1,6.98,0,Kentang
212,11,15,38,28,25.1,4.14,0,Kentang
213,11,15,38,28,25.1,5.42,0,Kentang
214,11,15,38,30,25.1,5.36,0,Kentang
215,11,15,38,28,25.1,7.23,0,Kentang
216,11,15,38,28,25.1,4.06,0,Kentang
217,11,15,38,29,25.1,4.61,0,Kentang
218,11,15,38,28,25.1,4.48,0,Kentang
219,11,15,38,28,25.1,7.36,0,Kentang
220,11,15,38,28,25.1,6.69,0,Kentang
221,11,15,38,28,25.1,4.89,0,Kentang
222,11,15,38,28,25.1,5.01,0,Kentang
223,11,15,38,30,25.1,4.95,0,Kentang
224,11,15,38,31,25.1,6.62,0,Kentang
225,11,15,38,29,25.1,4.53,0,Kentang
226,11,15,38,28,25.1,4.81,0,Kentang
227,11,15,38,28,25.1,5.23,0,Kentang
228,11,15,38,28,25.1,6.95,0,Kentang
229,11,15,38,31,25.1,3.65,0,Kentang
230,11,15,38,30,25.1,4.67,0,Kentang
231,11,15,38,28,25.1,4.63,0,Kentang
232,11,15,38,31,25.1,7.26,0,Kentang
233,11,15,38,28,25.1,6.77,0,Kentang
234,11,15,38,28,25.1,4.75,0,Kentang
235,11,15,38,30,25.1,5.16,0,Kentang
236,11,15,38,30,25.1,5.09,0,Kentang
237,11,15,38,28,25.1,6.77,0,Kentang
238,11,15,38,28,25.1,4.94,0,Kentang
239,11,15,38,28,25.1,4.96,0,Kentang
240,11,15,38,28,25.1,4.93,0,Kentang
241,11,15,38,28,25.1,6.87,0,Kentang
242,11,15,38,28,25.1,4.32,0,Kentang
243,11,15,38,31,25.1,4.73,0,Kentang
244,11,15,38,29,25.1,5.09,0,Kentang
245,11,15,38,31,25.1,7.04,0,Kentang
246,11,15,38,30,25.1,4.37,0,Kentang
247,11,15,38,29,25.1,4.39,0,Kentang
248,11,15,38,28,25.1,5.05,0,Kentang
249,11,15,38,31,25.1,7.1,0,Kentang
250,11,15,38,28,25.1,6.96,0,Kentang
251,11,15,38,28,25.1,4.41,0,Kentang
252,11,15,38,28,25.1,4.91,0,Kentang
253,11,15,38,28,25.1,7.14,0,Kentang
254,11,15,38,29,25.1,7.04,0,Kentang
255,11,15,38,28,25.1,4.72,0,Kentang
256,11,15,38,29,25.1,5.1,0,Kentang
257,11,15,38,28,25.1,5.1,0,Kentang
258,11,15,38,31,25.1,7.29,0,Kentang
259,11,15,38,28,25.1,4.61,0,Kentang
260,11,15,38,28,25.1,4.65,0,Kentang
261,11,15,38,30,25.1,4.77,0,Kentang
262,11,15,38,31,25.1,7.5,0,Kentang
263,11,15,38,28,25.1,6.9,0,Kentang
264,11,15,38,28,25.1,4.37,0,Kentang
265,11,15,38,30,25.1,4.56,0,Kentang
266,11,15,38,29,25.1,4.7,0,Kentang
267,11,15,38,28,25.1,6.76,0,Kentang
268,11,15,38,28,25.1,4.43,0,Kentang
269,11,15,38,29,25.1,5.34,0,Kentang
270,11,15,38,28,25.1,5,0,Kentang
271,11,15,38,28,25.1,7.15,0,Kentang
272,11,15,38,30,25.1,6.63,0,Kentang
273,11,15,38,28,25.1,4.88,0,Kentang
274,11,15,38,29,25.1,4.85,0,Kentang
275,11,15,38,28,25.1,7.61,0,Kentang
276,11,15,38,28,25.1,6.93,0,Kentang
277,11,15,38,30,25.1,4.62,0,Kentang
278,11,15,38,28,25.1,5.19,0,Kentang
279,11,15,38,30,25.1,5.37,0,Kentang
280,11,15,38,29,25.1,7.23,0,Kentang
281,11,15,38,28,25.1,7.11,0,Kentang
282,11,15,38,28,25.1,4.41,0,Kentang
283,11,15,38,28,25.1,4.91,0,Kentang
284,11,15,38,30,25.1,4.9,0,Kentang
285,11,15,38,28,25.1,6.25,0,Kentang
286,11,15,38,28,25.1,4.85,0,Kentang
287,11,15,38,28,25.1,4.81,0,Kentang
288,11,15,38,28,25.1,5.48,0,Kentang
289,11,15,38,29,25.1,6.69,0,Kentang
290,11,15,38,29,25.1,4.72,0,Kentang
291,11,15,38,31,25.1,5,0,Kentang
292,11,15,38,29,25.1,4.64,0,Kentang
293,11,15,38,28,25.1,7.1,0,Kentang
294,11,15,38,28,25.1,6.29,0,Kentang
295,11,15,38,28,25.1,4.71,0,Kentang
296,11,15,38,28,25.1,4.61,0,Kentang
297,11,15,38,29,25.1,5.59,0,Kentang
298,11,15,38,30,25.1,6.42,0,Kentang
299,11,15,38,28,25.1,4.65,0,Kentang
300,11,15,38,30,25.1,4.85,0,Kentang
301,11,15,38,28,25.1,4.71,0,Kentang
302,11,15,38,28,25.1,6.96,0,Kentang
303,11,15,38,30,25.1,4.5,0,Kentang
304,11,15,38,28,25.1,4.49,0,Kentang
305,11,15,38,30,25.1,5.23,0,Kentang
306,11,15,38,29,25.1,6.97,0,Kentang
307,11,15,38,28,25.1,6.76,0,Kentang
308,11,15,38,29,25.1,4.93,0,Kentang
309,11,15,38,28,25.1,5.43,0,Kentang
310,11,15,38,29,25.1,5.21,0,Kentang
311,11,15,38,28,25.1,6.9,0,Kentang
312,11,15,38,29,25.1,4.82,0,Kentang
313,11,15,38,27,25.1,4.8,0,Kentang
314,11,15,38,31,25.1,4.76,0,Kentang
315,11,15,38,31,25.1,6.69,0,Kentang
316,11,15,38,28,25.1,4.5,0,Kentang
317,11,15,38,30,25.1,4.84,0,Kentang
318,11,15,38,28,25.1,4.7,0,Kentang
319,11,15,38,30,25.1,7.01,0,Kentang
320,11,15,38,30,25.1,4.62,0,Kentang
321,11,15,38,28,25.1,4.8,0,Kentang
322,11,15,38,28,25.1,5.1,0,Kentang
323,11,15,38,28,25.1,7.22,0,Kentang
324,11,15,38,31,25.1,7.1,0,Kentang
325,11,15,38,28,25.1,5.17,0,Kentang
326,11,15,38,28,25.1,4.48,0,Kentang
327,11,15,38,29,25.1,5.04,0,Kentang
328,11,15,38,28,25.1,6.66,0,Kentang
329,11,15,38,31,25.1,4.51,0,Kentang
330,11,15,38,31,25.1,4.34,0,Kentang
331,11,15,38,28,25.1,5.25,0,Kentang
332,11,15,38,28,25.1,7.35,0,Kentang
333,11,15,38,28,25.1,7.24,0,Kentang
334,11,15,38,30,25.1,4.4,0,Kentang
335,11,15,38,31,25.1,5.02,0,Kentang
336,11,15,38,28,25.1,4.84,0,Kentang
337,11,15,38,31,25.1,6.61,0,Kentang
338,11,15,38,28,25.1,4.28,0,Kentang
339,11,15,38,28,25.1,5.15,0,Kentang
340,11,15,38,28,25.1,4.99,0,Kentang
341,11,15,38,30,25.1,7.28,0,Kentang
342,11,15,38,29,25.1,4.26,0,Kentang
343,11,15,38,28,25.1,4.94,0,Kentang
344,11,15,38,29,25.1,5.13,0,Kentang
345,11,15,38,28,25.1,7.25,0,Kentang
346,11,15,38,28,25.1,6.81,0,Kentang
347,11,15,38,28,25.1,4.75,0,Kentang
348,11,15,38,31,25.1,5.07,0,Kentang
349,11,15,38,28,25.1,4.7,0,Kentang
350,11,15,38,29,25.1,7.26,0,Kentang
351,11,15,38,28,25.1,4.01,0,Kentang
352,11,15,38,28,25.1,4.66,0,Kentang
353,11,15,38,28,25.1,4.9,0,Kentang
354,11,15,38,29,25.1,7.21,0,Kentang
355,11,15,38,28,25.1,6.51,0,Kentang
356,11,15,38,28,25.1,4.72,0,Kentang
357,11,15,38,28,25.1,5.06,0,Kentang
358,11,15,38,30,25.1,5.2,0,Kentang
359,11,15,38,30,25.1,6.81,0,Kentang
360,11,15,38,31,25.1,4.23,0,Kentang
361,11,15,38,29,25.1,4.9,0,Kentang
362,11,15,38,28,25.1,5.12,0,Kentang
363,11,15,38,27,25.1,6.91,0,Kentang
364,11,15,38,28,25.1,4.41,0,Kentang
365,11,15,38,31,25.1,4.45,0,Kentang
366,11,15,38,28,25.1,4.54,0,Kentang
367,11,15,38,28,25.1,6.83,0,Kentang
368,11,15,38,30,25.1,4.6,0,Kentang
369,11,15,38,28,25.1,4.68,0,Kentang
370,11,15,38,29,25.1,5.21,0,Kentang
371,11,15,38,28,25.1,7.26,0,Kentang
372,11,15,38,28,25.1,7.05,0,Kentang
373,11,15,38,29,25.1,4.64,0,Kentang
374,11,15,38,28,25.1,4.89,0,Kentang
375,11,15,38,31,25.1,5.33,0,Kentang
376,11,15,38,27,25.1,7.09,0,Kentang
377,11,15,38,28,25.1,4.2,0,Kentang
378,11,15,38,31,25.1,4.74,0,Kentang
379,11,15,38,28,25.1,5.22,0,Kentang
380,11,15,38,28,25.1,7.04,0,Kentang
381,11,15,38,28,25.1,6.9,0,Kentang
382,11,15,38,28,25.1,4.99,0,Kentang
383,11,15,38,31,25.1,5.16,0,Kentang
384,11,15,38,29,25.1,7.72,0,Kentang
385,11,15,38,28,25.1,6.96,0,Kentang
386,11,15,38,28,25.1,4.52,0,Kentang
387,11,15,38,28,25.1,4.94,0,Kentang
388,11,15,38,29,25.1,5.26,0,Kentang
389,11,15,38,29,25.1,7.03,0,Kentang
390,11,15,38,28,25.1,6.74,0,Kentang
391,11,15,38,30,25.1,4.76,0,Kentang
392,11,15,38,28,25.1,4.89,0,Kentang
393,11,15,38,28,25.1,7.63,0,Kentang
394,11,15,38,29,25.1,6.89,0,Kentang
395,11,15,38,28,25.1,4.65,0,Kentang
396,11,15,38,28,25.1,4.69,0,Kentang
397,11,15,38,28,25.1,5.21,0,Kentang
398,11,15,38,28,25.1,6.97,0,Kentang
399,11,15,38,28,25.1,4.12,0,Kentang
400,11,15,38,30,25.1,4.83,0,Kentang
401,11,15,38,31,25.1,5.19,0,Kentang
402,11,15,38,28,25.1,7.44,0,Kentang
403,11,15,38,28,25.1,6.88,0,Kentang
404,11,15,38,30,25.1,4.96,0,Kentang
405,11,15,38,28,25.1,5.08,0,Kentang
406,11,15,38,30,25.1,5.11,0,Kentang
407,11,15,38,28,25.1,6.88,0,Kentang
408,11,15,38,30,25.1,4.48,0,Kentang
409,11,15,38,28,25.1,4.87,0,Kentang
410,11,15,38,30,25.1,5.05,0,Kentang
411,11,15,38,28,25.1,7.29,0,Kentang
412,11,15,38,30,25.1,6.67,0,Kentang
413,11,15,38,28,25.1,4.55,0,Kentang
414,11,15,38,28,25.1,4.82,0,Kentang
415,11,15,38,29,25.1,4.85,0,Kentang
416,11,15,38,29,25.1,6.66,0,Kentang
417,11,15,38,28,25.1,4.97,0,Kentang
418,11,15,38,29,25.1,4.81,0,Kentang
419,11,15,38,28,25.1,5.31,0,Kentang
420,11,15,38,28,25.1,6.69,0,Kentang
421,11,15,38,29,25.1,4.26,0,Kentang
422,11,15,38,30,25.1,5,0,Kentang
423,11,15,38,28,25.1,5.38,0,Kentang
424,11,15,38,30,25.1,7.35,0,Kentang
425,11,15,38,28,25.1,6.79,0,Kentang
426,11,15,38,28,25.1,4.58,0,Kentang
427,11,15,38,28,25.1,5.49,0,Kentang
428,11,15,38,28,25.1,5.02,0,Kentang
429,11,15,38,30,25.1,7.42,0,Kentang
430,11,15,38,28,25.1,6.96,0,Kentang
431,11,15,38,31,25.1,4.46,0,Kentang
432,11,15,38,31,25.1,4.98,0,Kentang
433,11,15,38,28,25.1,5.02,0,Kentang
434,11,15,38,31,25.1,6.94,0,Kentang
435,11,15,38,31,25.1,4.39,0,Kentang
436,11,15,38,28,25.1,4.68,0,Kentang
437,11,15,38,28,25.1,5.03,0,Kentang
438,11,15,38,31,25.1,7.15,0,Kentang
439,11,15,38,28,25.1,4.06,0,Kentang
440,11,15,38,31,25.1,4.53,0,Kentang
441,11,15,38,28,25.1,5.02,0,Kentang
442,11,15,38,28,25.1,7.49,0,Kentang
443,11,15,38,30,25.1,6.75,0,Kentang
444,11,15,38,28,25.1,5.21,0,Kentang
445,11,15,38,28,25.1,4.72,0,Kentang
446,11,15,38,29,25.1,5.13,0,Kentang
447,11,15,38,30,25.1,7.35,0,Kentang
448,11,15,38,28,25.1,4.29,0,Kentang
449,11,15,38,28,25.1,4.94,0,Kentang
450,11,15,38,29,25.1,4.92,0,Kentang
451,11,15,38,28,25.1,7.51,0,Kentang
452,11,15,38,28,25.1,7.24,0,Kentang
453,11,15,38,30,25.1,4.73,0,Kentang
454,11,15,38,28,25.1,5.05,0,Kentang
455,11,15,38,28,25.1,5.08,0,Kentang
456,11,15,38,28,25.1,6.97,0,Kentang
457,11,15,38,31,25.1,4.97,0,Kentang
458,11,15,38,28,25.1,5.05,0,Kentang
459,11,15,38,31,25.1,4.99,0,Kentang
460,11,15,38,28,25.1,7.04,0,Kentang
461,11,15,38,30,25.1,3.94,0,Kentang
462,11,15,38,30,25.1,4.42,0,Kentang
463,11,15,38,28,25.1,4.59,0,Kentang
464,11,15,38,28,25.1,7.38,0,Kentang
465,11,15,38,30,25.1,6.96,0,Kentang
466,11,15,38,28,25.1,5.08,0,Kentang
467,11,15,38,28,25.1,5.24,0,Kentang
468,11,15,38,29,25.1,4.66,0,Kentang
469,11,15,38,28,25.1,6.8,0,Kentang
470,11,15,38,28,25.1,4.11,0,Kentang
471,11,15,38,28,25.1,5.34,0,Kentang
472,11,15,38,28,25.1,5.02,0,Kentang
473,11,15,38,28,25.1,7.04,0,Kentang
474,11,15,38,28,25.1,6.53,0,Kentang
475,11,15,38,30,25.1,5.03,0,Kentang
476,11,15,38,28,25.1,4.97,0,Kentang
477,11,15,38,28,25.1,4.71,0,Kentang
478,11,15,38,28,25.1,6.8,0,Kentang
479,11,15,38,28,25.1,4.68,0,Kentang
480,11,15,38,28,25.1,4.85,0,Kentang
481,11,15,38,28,25.1,5.1,0,Kentang
482,11,15,38,28,25.1,6.9,0,Kentang
483,11,15,38,28,25.1,4.57,0,Kentang
484,11,15,38,28,25.1,4.57,0,Kentang
485,11,15,38,28,25.1,5.21,0,Kentang
486,11,15,38,28,25.1,7.28,0,Kentang
487,11,15,38,30,25.1,6.88,0,Kentang
488,11,15,38,28,25.1,5.08,0,Kentang
489,11,15,38,31,25.1,4.64,0,Kentang
490,11,15,38,30,25.1,5.47,0,Kentang
491,11,15,38,29,25.1,7.12,0,Kentang
492,11,15,38,30,25.1,3.95,0,Kentang
493,11,15,38,30,25.1,4.51,0,Kentang
494,11,15,38,28,25.1,5.42,0,Kentang
495,11,15,38,31,25.1,7.4,0,Kentang
496,11,15,38,28,25.1,6.65,0,Kentang
497,11,15,38,31,25.1,4.25,0,Kentang
498,11,15,38,29,25.1,5.08,0,Kentang
499,11,15,38,30,25.1,5.34,0,Kentang
500,11,15,38,30,25.1,6.83,0,Kentang
501,11,15,38,30,25.1,4.36,0,Kentang
502,11,15,38,30,25.1,4.48,0,Kentang
503,11,15,38,28,25.1,5.28,0,Kentang
504,11,15,38,28,25.1,7.37,0,Kentang
505,11,15,38,28,25.1,6.85,0,Kentang
506,11,15,38,30,25.1,4.85,0,Kentang
507,11,15,38,30,25.1,4.66,0,Kentang
508,11,15,38,28,25.1,5.15,0,Kentang
509,11,15,38,28,25.1,6.93,0,Kentang
510,11,15,38,30,25.1,4.12,0,Kentang
511,11,15,38,30,25.1,4.89,0,Kentang
512,11,15,38,28,25.1,4.5,0,Kentang
513,11,15,38,28,25.1,7.37,0,Kentang
514,11,15,38,28,25.1,1.84,0,Kentang
515,11,15,38,31,25.1,4.4,0,Kentang
516,11,15,38,28,25.1,5.18,0,Kentang
517,11,15,38,30,25.1,7.57,0,Kentang
518,11,15,38,31,25.1,6.65,0,Kentang
519,11,15,38,31,25.1,4.07,0,Kentang
520,11,15,38,28,25.1,4.75,0,Kentang
521,11,15,38,28,25.1,5.26,0,Kentang
522,11,15,38,28,25.1,6.81,0,Kentang
523,11,15,38,28,25.1,4.34,0,Kentang
524,11,15,38,28,25.1,4.49,0,Kentang
525,11,15,38,30,25.1,4.67,0,Kentang
526,11,15,38,29,25.1,7.64,0,Kentang
527,11,15,38,28,25.1,6.82,0,Kentang
528,11,15,38,29,25.1,5.07,0,Kentang
529,11,15,38,28,25.1,5.1,0,Kentang
530,11,15,38,28,25.1,5.42,0,Kentang
531,11,15,38,28,25.1,7.12,0,Kentang
532,11,15,38,29,25.1,5.03,0,Kentang
533,11,15,38,31,25.1,5,0,Kentang
534,11,15,38,31,25.1,5.34,0,Kentang
535,11,15,38,29,25.1,6.79,0,Kentang
536,11,15,38,28,25.1,4.69,0,Kentang
537,11,15,38,28,25.1,4.7,0,Kentang
538,11,15,38,28,25.1,4.76,0,Kentang
539,11,15,38,28,25.1,7.32,0,Kentang
540,11,15,38,28,25.1,4.54,0,Kentang
541,11,15,38,30,25.1,5.11,0,Kentang
542,11,15,38,28,25.1,5.36,0,Kentang
543,11,15,38,31,25.1,7.5,0,Kentang
544,11,15,38,31,25.1,6.69,0,Kentang
545,11,15,38,28,25.1,4.67,0,Kentang
546,11,15,38,29,25.1,4.71,0,Kentang
547,11,15,38,28,25.1,4.83,0,Kentang
548,11,15,38,28,25.1,7.3,0,Kentang
549,11,15,38,29,25.1,4.65,0,Kentang
550,11,15,38,28,25.1,4.61,0,Kentang
551,11,15,38,28,25.1,4.64,0,Kentang
552,11,15,38,30,25.1,7.15,0,Kentang
553,11,15,38,30,25.1,4.47,0,Kentang
554,11,15,38,28,25.1,5.12,0,Kentang
555,11,15,38,31,25.1,5.06,0,Kentang
556,11,15,38,30,25.1,7.07,0,Kentang
557,11,15,38,28,25.1,6.73,0,Kentang
558,11,15,38,30,25.1,5.21,0,Kentang
559,11,15,38,28,25.1,5.06,0,Kentang
